source_file,chunk_index,text,label,confidence,evidence
3045759_Draft-Regulation-Minimum-Qualifications-for-Appointment-and-Promotion-of-Teachers-and-Academic-Staff-in-Universities-and-Colleges-and-Measures-for-the-Maintenance-of-Standards-in-HE-Regulations-2025.pdf,0,"UNIVERSITY GRANTS COMMISSION
NOTIFICATION
New Delhi, the ……………2025
Draft UGC (Minimum Qualifications for Appointment and Promotion
of Teachers and Academic Staff in Universities and Colleges and
Measures for the Maintenance of Standards in Higher Education)
Regulations, 2025
No. F.1-2/2017(EC/PS).—In exercise of the powers conferred
under clause (e) and (g) of sub-section(I) of Section 26 read with Section
14 of the University Grants Commission Act, 1956 (3 of 1956), and in
supersession of the “UGC regulations on Minimum Qualifications for
Appointment of Teachers and other Academic Staff in Universities and
Colleges and Measures for the Maintenance of Standards in Higher
Education 2018” (Regulation No.F.1-2/2017(EC/PS) dated 18th July
2018) together with all amendments made therein from time to time, the
University Grants Commission, hereby, frames the following regulations,
namely:-
1.0 Short title, application and commencement:
1.1 These regulations may be called the UGC (Minimum Qualifications
for Appointment and Promotion of Teachers and Academic Staff in
Universities and Colleges and Measures for the Maintenance of
Standards in Higher Education Institutions) Regulations, 2025.
1.2 These shall apply to every University established or incorporated by
or under a Central Act, Provincial Act, or State Act, every Institution
including a Constituent or an affiliated College recognized by the
Commission, in consultation with the University concerned under
Clause (f) of Section 2 of the University Grants Commission Act,
1956 and every Institution deemed to be a University under Section
3 of the said Act.
1.3 These shall come into force from the date of notification. However,
the date of implementation of the revision of pay shall be 1st January
2016.
1.4 These regulations specify the minimum qualifications, experience,
and accomplishments for appointment and promotion of Assistant
Professor, Associate Professor, Professor, Assistant Librarian,
Deputy Librarian, Additional Librarian, Librarian, Assistant Director
of Physical Education & Sports, Deputy Director of Physical
Education & Sports, Additional Director of Physical Education &
Sports and Director of Physical Education & Sports; and
appointment of Principal and Vice-Chancellor in higher education
institutions (HEIs).
1.5 For the purposes of direct recruitment and promotion in teaching
posts in disciplines relating to affiliated colleges and university
education, inter alia in the fields of health, medicine, special
1",0,1.000,-recruitment;-promotion;-academic;-appointment;-university;-teachers;-college;-colleges;-education;-higher education
3045759_Draft-Regulation-Minimum-Qualifications-for-Appointment-and-Promotion-of-Teachers-and-Academic-Staff-in-Universities-and-Colleges-and-Measures-for-the-Maintenance-of-Standards-in-HE-Regulations-2025.pdf,1,"education, agriculture, veterinary and allied fields, teacher education,
physiotherapy, occupational therapy, standards laid down by
authorities established by the relevant Act of Parliament under article
246 of the Constitution for the purpose of co-ordination and
determination of standards in institutions for higher education or
research and scientific and technical institutions, shall prevail. For
disciplines relating to Engineering/Technology and management
education in universities, these regulations shall apply.
Provided that where any regulatory authority has laid down no such
norms and standards in disciplines offered by affiliated colleges,
UGC regulations herein shall be applicable till the concerned
regulatory authority prescribes any norms or standards.
1.6 All HEIs shall, as soon as possible, but not later than six months of
the coming into force of these regulations, take effective steps to
amend their statutes, ordinances, or other statutory provisions
governing it to bring the same in accordance with these regulations.
1.7 The overall selection procedure for direct recruitment and promotion
under CAS shall incorporate a transparent and objective
methodology of analysis of the merits and the credential of the
application to make the system more credible; universities/colleges
may assess the ability for teaching and/or research aptitude through
a seminar or a lecture.
2.0 Definitions. —In these regulations, unless the context otherwise
requires, -
i. “Act” means the University Grants Commission Act, 1956 (3 of 1956);
ii. “Career Advancement Scheme” (CAS) means a scheme for granting
personal promotion to individuals from one academic level to a higher
academic level holding a substantive sanctioned post in a higher
education institution;
iii. “College” means any institution, whether known as such or by any
other name, which provides for a course of study for obtaining any
qualification from a university and which, in accordance with the rules
and regulations of such university, is recognized as competent to
provide for such course of study and present students undergoing
such course of study for the examination for the award of such
qualification;
iv. “Commission” means the University Grants Commission established
under the University Grants Commission Act, 1956 (3 of 1956);
v. “Constituent college” means a college operating under the
administrative, academic, and financial control of a university;
vi. “Credit” means the number of hours of instruction required per week
over a semester as defined in the National Credit Framework (NCrF)
vii. “Degree” means a degree specified under sub-section (3) of section
22 of the Act;
2",0,1.000,-recruitment;-promotion;-examination;-academic;-university;-degree;-students;-teacher;-college;-colleges;-course;-semester;-education;-higher education;-research
3045759_Draft-Regulation-Minimum-Qualifications-for-Appointment-and-Promotion-of-Teachers-and-Academic-Staff-in-Universities-and-Colleges-and-Measures-for-the-Maintenance-of-Standards-in-HE-Regulations-2025.pdf,2,"viii. “External Subject Expert” means a renowned expert not below the
academic level 14 in the subject who is not an employee or retiree
from the Higher Educational Institution where the
recruitment/promotion takes place;
ix. “Grade” means a numerical weight allotted to each letter grade on a
10-point scale;
x. “Higher Education Institution” (HEI) means a university established
or incorporated by or under a Central Act, Provincial Act, or State Act
as referred to under clause (f) of section 2 of the Act, institution or
college recognized by or affiliated to such university and an institution
deemed to be a university under section 3 of the Act which is offering
programmes through conventional mode or online or open and
distance learning mode, in the area of higher education or research
therein;
xi. ""Indian languages” means languages included in the 8th schedule of
the Indian Constitution.
xii. “NET” means National Eligibility Test (NET) conducted to determine
the eligibility for the post of Assistant Professor in Indian HEIs;
xiii. “Ordinance” means a law or rule made by an authority;
xiv. “Orientation Course” means a course to create awareness among
young faculty members about the profession and their institution;
xv. “Peer review” means evaluation of scientific, academic, or
professional work by experts in the same field;
xvi. “Programme” means a higher education programme pursued for a
degree specified by the Commission under sub-section (3) of section
22 of the Act;
xvii. “Promotion” means the movement of an employee from a lower
academic level to a higher academic level;
xviii. “Qualification” means a certificate, diploma, or degree awarded by a
recognized HEI on successful completion of a particular higher
education programme after due assessment and evaluation;
xix. “Quorum” means the minimum number of members of a body that is
required to be present at a given meeting;
xx. Relevant / Allied subject means a subject that may be related to the
main subject under consideration, either as a single discipline or,
multidiscipline, or inter-discipline;
xxi. “Recruitment” means an overall process of identifying, screening,
shortlisting, and interacting with candidates for positions in a HEI;
xxii. “Refresher Course” means a course that reviews and updates a topic
to keep the faculty members abreast of developments in the subject;
xxiii. “SET or SLET” means State Eligibility Test (SET) or State Level
Eligibility Test (SLET) conducted at the State level to determine the
eligibility for the post of Assistant Professor in HEIs of that particular
State;
3",0,1.000,-recruitment;-promotion;-academic;-university;-degree;-faculty;-college;-course;-education;-educational;-higher education;-research;-programme
3045759_Draft-Regulation-Minimum-Qualifications-for-Appointment-and-Promotion-of-Teachers-and-Academic-Staff-in-Universities-and-Colleges-and-Measures-for-the-Maintenance-of-Standards-in-HE-Regulations-2025.pdf,4,"Innovative Teaching Contribution; (2) Research or Teaching Lab
Development; (3) Consultancy / Sponsored Research funding as a
Principal Investigator or Co-Principal Investigator; (4) Teaching
contributions in Indian languages; (5) Teaching-Learning and
Research in Indian Knowledge System; (6) Student Internship / Project
Supervision; (7) Digital Content Creation for MOOCs; (8) Community
Engagement and Service; (9) Startup, as per the intellectual property
policies of the HEI, registered with the Registrar of Companies (ROC)
as a founding promoter, successfully raising funding through
government, angel or venture funds to support the startup.
3.9 Notable contributions to be considered by the selection committee for
recruitment and promotion of academic staff (Librarian cadre) are: (1)
Innovative Information Service Designed and/or Implemented; (2) User
Interaction Activities Designed or involved in; (3) Leveraging Web-
based Resources for Library users; (4) Managing users and
Resources in a Consortium; (5) Digital Content Creation for MOOCs;
(6) Digital Library Management; (7) Services for persons with
disabilities; (8) Implementation and Management of Multilingual
Collections (Physical and Electronic) and Services; (9) Innovative and
Sustainable Green Library Spaces and Activities.
3.10 Notable contributions to be considered by the selection committee
for recruitment and promotion of academic staff (Director, Physical
Education and Sports cadre) are: (1) Contribution to the inclusion of
persons with disabilities in sports / physical activities; (2) Building
partnerships with local schools, Sports Club and Community
Organizations to promote sports and Physical Activity; (3) Developing
Specialized Training Programmes to help Student-Athletes reach their
full potential; (4) Organizing Health and Fitness Workshop, Seminars
and Wellness Campaigns; (5) Mentoring Students interested in
Pursuing Career in Sports, Fitness and related Fields; (6) Developing
Strategies to Enhance Performance of teams/athletes for inter-
college/inter-university/State/National level competitions; (7)
Promotion of Indigenous Indian Games; (8) Digital Content Creation for
MOOCs; (9) Organizing competitions and conducting coaching camps
for students in a university or college of at least two weeks duration.
3.11 The research publications should be in peer-reviewed journals, and
the book chapter or book must be published by a recognized academic
or professional publisher with a reputation for rigorous peer review and
quality editing. Self-published book chapters or books will not be
considered. The selection committee shall decide whether the
research publications are in a peer-reviewed journal, whether the
publication of a book/book chapter is by a reputed publisher, and
whether the contributions are notable, based on the recommendations
of the three external subject experts of the selection committee
constituted in accordance with these regulations.
3.12 The Ph.D. Degree shall be a mandatory qualification for promotion
to Assistant Professor (Academic Level 12), Associate Professor
(Academic Level 13A) and Professor (Academic Level 14) in
5",0,1.000,-recruitment;-promotion;-academic;-university;-degree;-student;-students;-college;-education;-research;-cadre
3045759_Draft-Regulation-Minimum-Qualifications-for-Appointment-and-Promotion-of-Teachers-and-Academic-Staff-in-Universities-and-Colleges-and-Measures-for-the-Maintenance-of-Standards-in-HE-Regulations-2025.pdf,5,"universities and colleges.
3.13 The time candidates take to acquire M.Phil. and/or Ph.D. Degree
shall not be considered as teaching/ research experience to be
claimed for appointment to the teaching positions. Further, the period
of active service spent on pursuing a research degree simultaneously
with teaching assignments without taking any kind of leave shall be
counted as experience for direct recruitment/ promotion. Regular
faculty members up to twenty per cent of the total faculty strength
(excluding faculty on medical / maternity leave) shall be allowed by
their respective institutions to take study leave to pursue Ph.D.
degrees
3.14 No person shall be appointed to the post of University and College
teacher, Librarian, or Director of Physical Education and Sports in any
university or in any of the colleges or in an institution deemed to be a
University under Section 3 of the said Act if such person does not fulfill
the requirements as to the qualifications for the appropriate post as
provided in these regulations.
3.15 A teacher representing SC/ST/OBC/ Minority / Women / Persons with
disabilities is to be nominated by the Vice-Chancellor (a) if any of the
candidates belonging to any of these categories is the applicant and
(b) if any of the members of the selection committee does not belong
to these categories. The teacher, so nominated for this purpose in the
selection committee, shall be one level above the cadre level of the
applicant, and such nominee shall ensure that the norms of the Central
Government or State Government, in relation to the categories
mentioned above, are strictly followed during the selection process.
3.16 The candidates registered for the Ph.D. degree prior to July 11,
2009, shall be governed by the provisions of the then existing
Ordinances / By-laws / regulations of the Institution awarding the
degree, and such Ph.D. Candidates shall be exempted from the
NET/SLET/SET requirement for recruitment and appointment of
Assistant Professor, Assistant Librarian, Assistant Director of Physical
Education and Sports in a University / College.
3.17 For colleges coming under the purview of State Governments/Union
Territories, direct recruitment to the post of Assistant Professor,
Associate Professor, and Professor shall be either as per these
regulations or as per the rules of the State Government by following
the minimum qualifications as given in these regulations.
4.0 Direct Recruitment
4.1 Minimum Qualifications, Experience, and Accomplishments (For
the Disciplines of Arts, Commerce, Humanities, Education,
Law, Social Sciences, Sciences, Languages, Library Science,
Physical Education, Journalism & Mass Communication,
Engineering/Technology, Management, Drama, Yoga, Music,
Performing Arts, Visual Arts, and Other Traditional Indian Art
Forms like Sculpture etc. in Universities and Colleges)
6",0,1.000,-recruitment;-promotion;-leave;-appointment;-medical;-university;-degree;-degrees;-faculty;-teacher;-college;-colleges;-education;-research;-cadre
3045759_Draft-Regulation-Minimum-Qualifications-for-Appointment-and-Promotion-of-Teachers-and-Academic-Staff-in-Universities-and-Colleges-and-Measures-for-the-Maintenance-of-Standards-in-HE-Regulations-2025.pdf,7,"book as an author or two books as a co-author by a reputed
publisher or eight granted patents. A combination of research
publications, book chapters and granted patents totalling eight
can be considered.
iv) Notable contributions in at least four areas out of the nine given
at 3.8.
Either the above qualifications or the following qualifications can be
used for the disciplines of Yoga, Music, Performing Arts, Visual Arts,
and Other Traditional Indian Art Forms like Sculpture, Drama, etc.
At least a UG degree (NCrF Level 5.5/6), with ten years of
professional experience and fulfilling the following criteria:
i) Commendable professional achievement at the State or
National level through authenticated proof; and
ii) Adequate knowledge of theory and ability to teach with logical
reasoning and illustrations in the discipline.
Note: Fulfillment of the above two criteria shall be determined by the
selection committee based on the recommendations of the three
external subject experts of the selection committee constituted in
accordance with these regulations.
4.1. III. Professor: (Academic Level 14):
For the Disciplines of Arts, Commerce, Humanities, Education,
Law, Social Sciences, Sciences, Languages, Library Science,
Physical Education, Journalism & Mass Communication,
Engineering/Technology, Management, Drama, Yoga, Music,
Performing Arts, Visual Arts, and Other Traditional Indian Art
Forms like Sculpture etc.
i) A UG degree (NCrF Level 6) with at least 75% marks or a PG
Degree (NCrF Level 6.5/7) with at least 55% marks (or an
equivalent grade) and a Ph.D. Degree (NCrF Level 8).
ii) A minimum of ten years of teaching and/or research experience
at the level of Assistant Professor/Associate Professor in a
University / College / Indian or Foreign Research Institutions of
comparable standards, of which at least three years should be at
the level of an Associate Professor or equivalent. The research
experience shall be counted as per the clause 3.13.
iii) A minimum of ten research publications in peer-reviewed journals
or publication of ten book chapters or publication of four books as
an author or eight books as a co-author by a reputed publisher or
ten granted patents. A combination of research publications,
books, book chapters and granted patents totalling ten, can be
considered.
iv) As a sole supervisor, one doctoral candidate was awarded a
Ph.D. degree, or as a co-supervisor, two doctoral candidates
8",0,1.000,-academic;-university;-degree;-college;-education;-research
3045759_Draft-Regulation-Minimum-Qualifications-for-Appointment-and-Promotion-of-Teachers-and-Academic-Staff-in-Universities-and-Colleges-and-Measures-for-the-Maintenance-of-Standards-in-HE-Regulations-2025.pdf,8,"were awarded Ph.D. degrees.
v) Notable contributions in at least four areas out of the nine given
at 3.8.
Either the above qualifications or the following qualifications can be
used for the disciplines of Yoga, Music, Performing Arts, Visual
Arts, and Other Traditional Indian Art Forms like Sculpture, Drama
etc.
At least a UG degree (NCrF Level 5.5/6) holder with fifteen years
of professional experience and fulfilling the following criteria:
i) Commendable professional achievement at the National or
International level through authenticated proof; and
ii) Adequate knowledge of theory and ability to teach with logical
reasoning and illustrations in the discipline.
Note: Fulfillment of the above two criteria shall be determined by the
selection committee based on the recommendations of the three
external subject experts of the selection committee constituted in
accordance with these regulations.
4.1. IV. Assistant Librarian (Academic Level 10) in Universities and
Colleges
i) A UG degree in Library Science, Information Science, or a
relevant/allied discipline (NCrF Level 6) with at least 75% marks or a
PG Degree in Library Science, Information Science, or a
relevant/allied discipline (NCrF Level 6.5) with at least 55% marks (or
an equivalent grade) and a Ph.D. Degree in Library Science,
Information Science, or a relevant/allied discipline (NCrF Level 8).
Or
A PG degree in Library Science, Information Science, or a
relevant/allied discipline (NCrF Level 6.5) with at least 55% marks (or
an equivalent grade) and qualification in the National Eligibility Test
(NET) conducted by the UGC or a similar test like SLET/SET in
Library Science, Information Science or a relevant/allied discipline.
4.1. V. Deputy Librarian (Academic Level 13 A) in universities
i. A UG degree in Library Science, Information Science, or a
relevant/allied discipline (NCrF Level 6) with at least 75% marks or
a PG Degree in Library Science, Information Science, or a
relevant/allied discipline (NCrF Level 6.5) with at least 55% marks
(or an equivalent grade) and a Ph.D. Degree in Library Science,
Information Science, or a relevant/allied discipline (NCrF Level 8).
ii. A minimum of eight years experience as an Assistant Librarian in a
University / College.
iii. Notable contributions in at least four areas out of the nine given at
9",0,1.000,-academic;-university;-degree;-degrees;-college;-colleges
3045759_Draft-Regulation-Minimum-Qualifications-for-Appointment-and-Promotion-of-Teachers-and-Academic-Staff-in-Universities-and-Colleges-and-Measures-for-the-Maintenance-of-Standards-in-HE-Regulations-2025.pdf,9,"3.9
4.1. VI. Librarian (Academic Level 14) in universities
i. A UG degree in Library Science, Information Science, or a
relevant/allied discipline (NCrF Level 6) with at least 75% marks or
a PG Degree in Library Science, Information Science, or a
relevant/allied discipline (NCrF Level 6.5) with at least 55% marks
(or an equivalent grade) and a Ph.D. Degree in Library Science,
Information Science, or a relevant/allied discipline (NCrF Level 8).
ii. A minimum of ten years of experience at the level of Assistant
Librarian/Deputy Librarian/Additional Librarian in a University /
College / Indian or Foreign Research Institution of comparable
standards, of which at least three years should be at the level of a
Deputy Librarian/Additional Librarian.
iii. Notable contributions in at least four areas out of the nine given at
3.9.
4.1. VII. Assistant Director in Physical Education and Sports
(Academic Level 10) in Universities and Colleges
Eligibility (A or B) :
A.
i. A UG degree in Physical Education and Sports or Sports Science
or a relevant/allied discipline (NCrF Level 6) with at least 75% marks
or a PG Degree in Physical Education and Sports or Sports Science
or a relevant/allied discipline (NCrF Level 6.5) with at least 55%
marks (or an equivalent grade) and a Ph.D. Degree in Physical
Education and Sports or Sports Science or a relevant/allied
discipline (NCrF Level 8).
or
A PG degree in Physical Education and Sports or Sports Science
or a relevant/allied discipline (NCrF Level 6.5) with at least 55%
marks (or an equivalent grade) and qualification in the National
Eligibility Test (NET) conducted by the UGC or a similar test like
SLET/SET in Physical Education and Sports or Sports Science or a
relevant/allied discipline.
ii. Passed the physical fitness test conducted in accordance with these
regulations.
Or
B. A medal winner in the Asian Games / Commonwealth Games / Asia
Cup / Asian Para Games / Para Sports at the Commonwealth
Games who has an undergraduate degree (NCrF level 5.5/6) in any
10",0,1.000,-academic;-university;-degree;-college;-colleges;-education;-research
3045759_Draft-Regulation-Minimum-Qualifications-for-Appointment-and-Promotion-of-Teachers-and-Academic-Staff-in-Universities-and-Colleges-and-Measures-for-the-Maintenance-of-Standards-in-HE-Regulations-2025.pdf,11,"iii. Notable contributions in at least four areas out of the nine given
at 3.10
iv. Passed the physical fitness test in accordance with these
regulations.
or
B. A medal winner in the Olympic Games / World Cup / World
Championship / Paralympics with at least a UG degree (NCrF Level
5.5/6) in any discipline.
4.1. X. Physical Fitness Test Norms for the Selection of Assistant
Director/ Deputy Director/Director of Physical Education and
Sports
(a) Subject to the provisions of these regulations, all candidates who
are required to undertake the physical fitness test are required to
produce a medical certificate certifying that he/she is medically fit
before undertaking such tests.
(b) Persons with disabilities are exempted from physical fitness tests.
(c) On the production of such certificate mentioned in sub-clause (a)
above, the candidate would be required to undertake the physical
fitness test in accordance with the following norms:
NORMS FOR MEN
12 MINUTES RUN-WALK TEST
Up to 30 Up to 40 Up to 45 Above 45 Years
Years Years Years
1800 meters 1500 1200 meters 800 meters
meters
NORMS FOR WOMEN
8 MINUTES RUN-WALK TEST
Up to 30 Up to 40 Up to 45
Above 45 Years
Years Years Years
1000 meters
800 meters 600 meters 400 Meters
4.2. Composition of Selection Committees (For the Disciplines of
Arts, Commerce, Humanities, Education, Law, Social Sciences,
Sciences, Languages, Library Science, Physical Education,
Journalism & Mass Communication, Engineering/Technology,
Management, Drama, Yoga, Music, Performing Arts, Visual Arts,
12",0,0.775,-medical;-degree;-education
3045759_Draft-Regulation-Minimum-Qualifications-for-Appointment-and-Promotion-of-Teachers-and-Academic-Staff-in-Universities-and-Colleges-and-Measures-for-the-Maintenance-of-Standards-in-HE-Regulations-2025.pdf,12,"and Other Traditional Indian Art Forms like Sculpture etc. in
Universities and Colleges)
4.2. I. Selection Committee Composition for Assistant Professor,
Assistant Librarian, Assistant Director of Physical Education
and Sports (Academic Level 10), Associate Professor, Deputy
Librarian, Deputy Director of Physical Education and Sports
(Academic Level 13 A) and Professor, Librarian and Director of
Physical Education and Sports (Academic Level 14) in the
Universities shall be the following:
i) The Vice-Chancellor shall be the Chairperson of the Selection
Committee.
ii) A teacher (not a member of either the academic or the
administrative bodies of the University or its affiliated colleges) not
below the rank of Professor to be nominated by the
Visitor/Chancellor/ Equivalent Authority, wherever applicable.
iii) Three external subject experts nominated by the Vice-Chancellor,
out of the panel of names approved by the relevant statutory bodies
of the university.
iv) Dean of the Faculty, wherever applicable.
v) Head/Chairperson of the Department/School.
Note: (1) Five members, including at least two external subject experts,
shall constitute the quorum, (2) A teacher representing
SC/ST/OBC/ Minority / Women / Persons with disabilities is to be
nominated by the Vice-Chancellor (a) if any of the candidates
belonging to any of these categories is the applicant and (b) if any
of the members of the selection committee does not belong to
these categories. (3) The recommendations of the Selection
Committee shall be placed before the Syndicate/ Executive
Council /Board of Management / Governing Body or equivalent
statutory body of the HEIs for appropriate decision.
4.2. II. Selection Committee Composition for Assistant Professor,
Assistant Librarian, Assistant Director of Physical Education
and Sports (Academic Level 10), Associate Professor
(Academic Level 13 A) and Professor (Academic Level 14) in
the colleges shall be the following:
i) The Chairperson of the Governing Body or equivalent statutory
body of the college shall be the Chairperson.
ii) The Principal of the College.
iii) Head of the Department.
iv. Three external subject experts selected by the Chairperson of the
College governing body or equivalent statutory body from a panel
of five names approved by the relevant statutory bodies of the
affiliating university and recommended by the Vice-Chancellor.
Note: (1) Five members, including at least two external subject experts,
13",0,1.000,-academic;-university;-faculty;-teacher;-college;-colleges;-education
